Day,CaptureBlock_ID,SB_ID,Setup_Start_LST,Observation_Start_LST,Observation_End_LST,Band,Night_only,Visibility_window,Duration_hrs
7,20250410211339,20241121033047,11.925,12.175,20.004444444444445,u,No,11.67-13.17,7.829444444444444
7,20250411051825,DelayCal,20.004444444444445,20.004444444444445,20.254444444444445,l,No,,0.25
7,20250411051825,20241202185834,20.004444444444445,20.254444444444445,0.10638888888888687,l,No,19.75-22.50,3.8519444444444435
8,20250411092432,DelayCal,0.10638888888888687,0.10638888888888687,0.35638888888888687,l,No,,0.25
8,20250411092432,20241224030834,0.10638888888888687,0.35638888888888687,5.3602777777777755,l,No,23.25-2.75,5.003888888888889
8,20250411143946,DelayCal,5.3602777777777755,5.3602777777777755,5.6102777777777755,l,No,,0.25
8,20250411143946,20250116173308,5.3602777777777755,5.6102777777777755,11.10972222222222,l,No,0.50-6.00,5.499444444444444
8,20250411202444,DelayCal,11.10972222222222,11.10972222222222,11.35972222222222,l,Yes,,0.25
8,20250411202444,20241209110422,11.10972222222222,11.35972222222222,19.688333333333333,l,Yes,11.18-12.00,8.328611111111112
8,20250412045927,DelayCal,19.688333333333333,19.688333333333333,19.938333333333333,l,No,,0.25
8,20250412045927,20241122143544,19.688333333333333,19.938333333333333,0.10638888888888687,l,No,18.25-20.02,4.168055555555556
