Day,Observation_ID,Start_LST,End_LST,Band,Night_only,Visibility_window
34,20241208155141,6.1477777777778195,11.181944444444486,l,No,6.00-7.42
34,20241224030720,11.181944444444486,13.62638888888893,l,No,8.25-11.50
34,20241215142246,13.62638888888893,18.928333333333377,l,No,11.58-13.75
34,20241121194640,20.5283333333334,7.105427357601002e-14,l,No,20.50-21.50
35,20241121194640,7.105427357601002e-14,0.389444444444512,l,No,0.00-21.50
35,20241121194640,0.389444444444512,0.7788888888889529,l,No,0.00-21.50
35,20241121194640,0.7788888888889529,1.1683333333333938,l,No,0.00-21.50
35,20241121194640,1.1683333333333938,1.5577777777778348,l,No,0.00-21.50
35,20241121194640,1.5577777777778348,1.9472222222222757,l,No,0.00-21.50
35,20241121194640,1.9472222222222757,2.3366666666667166,l,No,0.00-21.50
35,20241121194640,2.3366666666667166,2.7261111111111576,l,No,0.00-21.50
35,20241121194640,2.7261111111111576,3.1155555555555985,l,No,0.00-21.50
35,20241121194640,3.1155555555555985,3.5050000000000394,l,No,0.00-21.50
35,20241121194640,3.5050000000000394,3.8944444444444803,l,No,0.00-21.50
35,20241121194640,3.8944444444444803,4.283888888888921,l,No,0.00-21.50
35,20241121194640,4.283888888888921,4.673333333333362,l,No,0.00-21.50
35,20241121194640,4.673333333333362,5.062777777777804,l,No,0.00-21.50
35,20241121194640,5.062777777777804,5.452222222222245,l,No,0.00-21.50
35,20241121194640,5.452222222222245,5.841666666666686,l,No,0.00-21.50
35,20241204043143,5.841666666666686,6.81000000000002,l,No,22.92-11.17
35,20241202184409,6.81000000000002,11.841666666666686,l,No,6.00-7.42
35,20241202174433,11.841666666666686,16.87888888888891,l,No,9.50-12.25
35,20241206085602,16.87888888888891,19.308333333333355,l,No,14.00-17.00
35,20241121194640,19.308333333333355,19.697777777777794,l,No,0.00-21.50
35,20241121194640,19.697777777777794,20.087222222222234,l,No,0.00-21.50
35,20241121194640,20.087222222222234,20.476666666666674,l,No,0.00-21.50
35,20241121194640,20.476666666666674,20.866111111111113,l,No,0.00-21.50
35,20241121194640,20.866111111111113,21.255555555555553,l,No,0.00-21.50
35,20241121194640,21.255555555555553,21.644999999999992,l,No,0.00-21.50
35,20241122134105,21.644999999999992,8.526512829121202e-14,l,No,20.50-22.25
36,20241122134105,8.526512829121202e-14,5.054166666666658,l,No,0.00-22.25
36,20250303082916,5.054166666666658,12.086666666666659,l,No,23.00-7.00
36,20241208155925,12.086666666666659,17.12888888888888,l,No,9.50-12.25
36,20250121085458,17.12888888888888,23.280833333333327,u,No,14.00-17.33
36,20250204133327,23.280833333333327,8.526512829121202e-14,s,No,21.75-3.50
37,20250204133327,8.526512829121202e-14,0.33361111111110353,s,No,0.00-3.50
37,20250204133327,0.33361111111110353,0.6672222222221218,s,No,0.00-3.50
37,20250204133327,0.6672222222221218,1.00083333333314,s,No,0.00-3.50
37,20250204133327,1.00083333333314,1.3344444444441583,s,No,0.00-3.50
37,20250204133327,1.3344444444441583,1.6680555555551766,s,No,0.00-3.50
37,20250204133327,1.6680555555551766,2.001666666666195,s,No,0.00-3.50
37,20250204133327,2.001666666666195,2.335277777777213,s,No,0.00-3.50
37,20250204133327,2.335277777777213,2.6688888888882314,s,No,0.00-3.50
37,20250204133327,2.6688888888882314,3.00249999999925,s,No,0.00-3.50
37,20250204133327,3.00249999999925,3.3361111111102684,s,No,0.00-3.50
37,20250204133327,3.3361111111102684,3.669722222221287,s,No,0.00-3.50
37,20241204050430,3.669722222221287,4.651666666665731,l,No,23.00-8.25
37,20241204050430,4.651666666665731,5.633611111110175,l,No,23.00-8.25
37,20241204050430,5.633611111110175,6.61555555555462,l,No,23.00-8.25
37,20241208155323,6.61555555555462,11.651111111110176,l,No,6.00-7.42
37,20250208074216,11.651111111110176,15.519722222221287,l,Yes,8.25-11.75
37,20241217111148,15.519722222221287,15.813611111110175,l,No,14.00-17.00
37,20241217111148,15.813611111110175,16.107499999999064,l,No,14.00-17.00
37,20241217111148,16.107499999999064,16.401388888887954,l,No,14.00-17.00
37,20241217111148,16.401388888887954,16.695277777776845,l,No,14.00-17.00
37,20241217111148,16.695277777776845,16.989166666665735,l,No,14.00-17.00
37,20241217111148,16.989166666665735,17.283055555554625,l,No,14.00-17.00
37,20241216114915,17.283055555554625,23.657777777776847,l,No,15.50-17.50
37,20250201085958,23.657777777776847,8.881784197001252e-14,s,No,21.75-3.50
38,20250201085958,8.881784197001252e-14,0.7105555555546237,s,No,0.00-3.50
38,20250201085958,0.7105555555546237,1.4211111111091586,s,No,0.00-3.50
38,20250201085958,1.4211111111091586,2.131666666663693,s,No,0.00-3.50
38,20250201085958,2.131666666663693,2.8422222222182283,s,No,0.00-3.50
38,20250201085958,2.8422222222182283,3.5527777777727634,s,No,0.00-3.50
38,20241203232652,3.5527777777727634,4.523055555550541,l,No,23.08-9.42
38,20241203232652,4.523055555550541,5.4933333333283185,l,No,23.08-9.42
38,20241203232652,5.4933333333283185,6.463611111106096,l,No,23.08-9.42
38,20250110142924,6.463611111106096,12.500277777772762,l,No,6.00-9.75
38,20241129143405,12.500277777772762,18.955277777772764,l,No,11.50-13.00
38,20241120160021,20.555277777772787,1.1368683772161603e-13,l,No,20.55-21.50
39,20241120160021,1.1368683772161603e-13,0.41666666666167496,l,No,0.00-21.50
39,20241120160021,0.41666666666167496,0.8333333333232362,l,No,0.00-21.50
39,20241120160021,0.8333333333232362,1.2499999999847975,l,No,0.00-21.50
39,20241120160021,1.2499999999847975,1.6666666666463588,l,No,0.00-21.50
39,20241120160021,1.6666666666463588,2.08333333330792,l,No,0.00-21.50
39,20241120160021,2.08333333330792,2.4999999999694813,l,No,0.00-21.50
39,20241120160021,2.4999999999694813,2.9166666666310426,l,No,0.00-21.50
39,20241120160021,2.9166666666310426,3.333333333292604,l,No,0.00-21.50
39,20241120160021,3.333333333292604,3.749999999954165,l,No,0.00-21.50
39,20241120160021,3.749999999954165,4.166666666615726,l,No,0.00-21.50
39,20241120160021,4.166666666615726,4.583333333277288,l,No,0.00-21.50
39,20241120160021,4.583333333277288,4.999999999938849,l,No,0.00-21.50
39,20241120160021,4.999999999938849,5.41666666660041,l,No,0.00-21.50
39,20241120160021,5.41666666660041,5.833333333261971,l,No,0.00-21.50
39,20241204053218,5.833333333261971,6.808888888817526,l,No,23.67-8.00
39,20241126070632,6.808888888817526,14.321666666595304,l,No,6.08-8.00
39,20241211131141,14.321666666595304,18.51972222215086,s,No,12.00-14.83
39,20241120160021,18.51972222215086,18.936388888812424,l,No,0.00-21.50
39,20241120160021,18.936388888812424,19.353055555473986,l,No,0.00-21.50
39,20241120160021,19.353055555473986,19.76972222213555,l,No,0.00-21.50
39,20241120160021,19.76972222213555,20.18638888879711,l,No,0.00-21.50
39,20241120160021,20.18638888879711,20.603055555458674,l,No,0.00-21.50
39,20241120160021,20.603055555458674,21.019722222120237,l,No,0.00-21.50
39,20241120160021,21.019722222120237,21.4363888887818,l,No,0.00-21.50
39,20241120160021,21.4363888887818,21.853055555443362,l,No,0.00-21.50
39,20250131123324,21.853055555443362,1.0658141036401503e-13,l,No,21.58-22.42
40,20250131123324,1.0658141036401503e-13,5.43444444433225,l,No,0.00-22.42
40,20250131123324,5.43444444433225,10.868888888664394,l,No,0.00-22.42
40,20250224102616,10.868888888664394,14.547222221997727,l,Yes,8.50-11.42
40,20241211125240,14.547222221997727,18.70527777755328,l,No,12.00-14.83
40,20250131123324,18.70527777755328,1.0658141036401503e-13,l,No,0.00-22.42
41,20241217170821,1.0658141036401503e-13,1.0511111111112177,s,No,21.75-3.50
41,20241217170821,1.0511111111112177,2.102222222222329,s,No,21.75-3.50
41,20241217170821,2.102222222222329,3.15333333333344,s,No,21.75-3.50
41,20241217170821,3.15333333333344,4.204444444444551,s,No,21.75-3.50
41,20241204045902,4.204444444444551,5.185555555555662,l,No,23.08-5.00
41,20241126061105,6.085555555555659,12.135000000000103,l,No,6.08-9.42
41,20241208155849,12.135000000000103,17.181388888888993,l,No,9.50-12.25
41,20241217170821,21.781388888889058,22.83250000000017,s,No,21.75-3.50
41,20241217170821,22.83250000000017,23.883611111111282,s,No,21.75-3.50
41,20241217170821,23.883611111111282,1.6342482922482304e-13,s,No,21.75-3.50
42,20241120195857,1.6342482922482304e-13,6.353611111111275,l,No,22.33-2.83
42,20241215125213,6.553611111111274,11.853333333333495,l,No,6.50-9.00
42,20241216114001,11.853333333333495,18.25138888888905,l,Yes,10.00-12.00
42,20241203212413,21.8513888888891,2.1316282072803006e-13,l,No,21.83-22.83
43,20241203212413,2.1316282072803006e-13,1.7852777777779885,l,No,0.00-22.83
43,20241203212413,1.7852777777779885,3.5705555555557638,l,No,0.00-22.83
43,20241203212413,3.5705555555557638,5.355833333333539,l,No,0.00-22.83
43,20241203212413,5.355833333333539,7.141111111111314,l,No,0.00-22.83
43,20250206212501,7.141111111111314,10.115000000000203,l,No,6.67-9.50
43,20241216080641,10.115000000000203,18.6925000000002,l,Yes,8.17-10.25
43,20241203212413,18.6925000000002,20.477777777777977,l,No,0.00-22.83
43,20241203212413,20.477777777777977,22.263055555555752,l,No,0.00-22.83
43,20241203212413,22.263055555555752,2.1316282072803006e-13,l,No,0.00-22.83
44,20250111214026,2.1316282072803006e-13,1.0547222222224353,s,No,22.50-3.50
44,20250111214026,1.0547222222224353,2.1094444444446574,s,No,22.50-3.50
44,20250111214026,2.1094444444446574,3.1641666666668797,s,No,22.50-3.50
44,20250111214026,3.1641666666668797,4.218888888889102,s,No,22.50-3.50
44,20241124192740,6.818888888889092,14.179722222222425,l,No,6.75-8.00
44,20241211131447,14.179722222222425,18.376944444444646,s,No,12.00-14.83
44,20241203211146,21.876944444444696,2.2382096176443156e-13,l,No,21.83-22.33
45,20241203211146,2.2382096176443156e-13,1.7694444444446948,l,No,0.00-22.33
45,20241203211146,1.7694444444446948,3.538888888889166,l,No,0.00-22.33
45,20241203211146,3.538888888889166,5.308333333333637,l,No,0.00-22.33
45,20241203211146,5.308333333333637,7.077777777778108,l,No,0.00-22.33
45,20241206084339,7.077777777778108,9.516111111111442,l,No,7.00-9.75
45,20241206084339,9.516111111111442,11.954444444444775,l,No,7.00-9.75
45,20241226212341,11.954444444444775,16.613055555555885,u,No,11.00-12.00
45,20241203211146,16.613055555555885,18.382500000000356,l,No,0.00-22.33
45,20241203211146,18.382500000000356,20.151944444444826,l,No,0.00-22.33
45,20241203211146,20.151944444444826,21.921388888889297,l,No,0.00-22.33
45,20241203211146,21.921388888889297,23.690833333333767,l,No,0.00-22.33
45,20250114162845,23.690833333333767,2.2382096176443156e-13,s,No,22.50-3.50
46,20250114162845,2.2382096176443156e-13,0.7355555555559892,s,No,0.00-3.50
46,20250114162845,0.7355555555559892,1.4711111111117545,s,No,0.00-3.50
46,20250114162845,1.4711111111117545,2.2066666666675196,s,No,0.00-3.50
46,20250114162845,2.2066666666675196,2.942222222223285,s,No,0.00-3.50
46,20250114162845,2.942222222223285,3.677777777779051,s,No,0.00-3.50
46,20241206084436,7.0777777777790405,9.52916666666793,l,No,7.00-9.75
46,20241206084436,9.52916666666793,11.980555555556819,l,No,7.00-9.75
46,20250113171452,11.980555555556819,15.921388888890153,l,Yes,11.00-12.00
46,20241120175838,15.921388888890153,19.54166666666793,l,Yes,14.67-23.33
46,20241208222817,22.041666666667965,1.9184653865522705e-13,u,No,22.00-23.25
47,20241208222817,1.9184653865522705e-13,1.9263888888901857,u,No,0.00-23.25
47,20241208222817,1.9263888888901857,3.8527777777801795,u,No,0.00-23.25
47,20241208222817,3.8527777777801795,5.779166666670173,u,No,0.00-23.25
47,20241208222817,5.779166666670173,7.705555555560167,u,No,0.00-23.25
47,20241208222817,7.705555555560167,9.631944444450161,u,No,0.00-23.25
47,20241216082220,9.631944444450161,18.20333333333905,l,Yes,8.17-10.25
47,20241208222817,18.20333333333905,20.12972222222904,u,No,0.00-23.25
47,20241208222817,20.12972222222904,22.056111111119037,u,No,0.00-23.25
47,20241208222817,22.056111111119037,23.982500000009033,u,No,0.00-23.25
47,20250303170925,23.982500000009033,1.8474111129762605e-13,s,No,22.50-3.50
48,20250303170925,1.8474111129762605e-13,1.0438888888979199,s,No,0.00-3.50
48,20250303170925,1.0438888888979199,2.087777777795655,s,No,0.00-3.50
48,20250303170925,2.087777777795655,3.1316666666933903,s,No,0.00-3.50
48,20250303170925,3.1316666666933903,4.175555555591125,s,No,0.00-3.50
48,20241120090921,7.875555555591112,13.117222222257778,u,No,7.80-9.00
48,20241209112331,13.117222222257778,19.245277777813335,u,Yes,11.50-13.17
48,20250131131456,22.34527777781338,1.5631940186722204e-13,l,No,22.25-23.50
49,20250131131456,1.5631940186722204e-13,4.834722222257822,l,No,0.00-23.50
49,20250131131456,4.834722222257822,9.669444444515488,l,No,0.00-23.50
49,20241216150457,9.669444444515488,18.218611111182156,l,Yes,8.17-10.33
49,20250131131456,18.218611111182156,23.053333333439824,l,No,0.00-23.50
49,20250131131456,23.053333333439824,1.5631940186722204e-13,l,No,0.00-23.50
50,20250204133320,1.5631940186722204e-13,1.0613888888890453,s,No,22.50-3.50
50,20250204133320,1.0613888888890453,2.122777777777934,s,No,22.50-3.50
50,20250204133320,2.122777777777934,3.1841666666668234,s,No,22.50-3.50
50,20250204133320,3.1841666666668234,4.245555555555712,s,No,22.50-3.50
50,20241204150110,7.845555555555699,14.229444444444589,u,No,7.83-9.08
50,20241216155336,14.229444444444589,14.530833333333478,l,No,12.00-15.00
50,20241216155336,14.530833333333478,14.832222222222367,l,No,12.00-15.00
50,20241216155336,14.832222222222367,15.133611111111255,l,No,12.00-15.00
50,20250113170452,15.133611111111255,19.113888888889033,l,Yes,14.50-15.50
50,20250211133435,22.31388888888908,1.4210854715202004e-13,l,No,22.25-23.50
51,20250211133435,1.4210854715202004e-13,4.80388888888908,l,No,0.00-23.50
51,20250211133435,4.80388888888908,9.607777777778018,l,No,0.00-23.50
51,20241208153645,9.607777777778018,14.655555555555797,l,No,8.25-9.67
51,20241217111438,14.655555555555797,14.935277777778019,l,No,12.00-15.00
51,20241217111438,14.935277777778019,15.215000000000241,l,No,12.00-15.00
51,20241203212318,15.215000000000241,19.004166666666908,l,No,14.50-15.67
51,20250211133435,19.004166666666908,23.808055555555846,l,No,0.00-23.50
51,20241120211854,23.808055555555846,1.4210854715202004e-13,l,No,22.65-0.80
52,20241120211854,1.4210854715202004e-13,2.7627777777780684,l,No,0.00-0.80
52,20250217151420,2.7627777777780684,7.234166666666957,l,No,23.00-3.00
52,20250224102231,8.034166666666955,11.704722222222511,l,Yes,5.50-8.50
52,20241122100838,11.704722222222511,19.48250000000029,l,Yes,11.18-12.50
52,20241203211348,22.582500000000334,1.7408297026122455e-13,l,No,22.50-23.50
53,20241203211348,1.7408297026122455e-13,2.5316666666670002,l,No,0.00-23.50
53,20241203211348,2.5316666666670002,5.063333333333826,l,No,0.00-23.50
53,20241203211348,5.063333333333826,7.595000000000653,l,No,0.00-23.50
53,20241203211348,7.595000000000653,10.126666666667479,l,No,0.00-23.50
53,20250224101022,10.126666666667479,13.802500000000812,l,Yes,8.50-11.67
53,20250108121127,13.802500000000812,15.855000000000812,u,No,12.00-14.50
53,20241124054231,15.855000000000812,19.47527777777859,l,Yes,14.67-23.33
53,20241203211348,19.47527777777859,22.006944444445416,l,No,0.00-23.50
53,20241203211348,22.006944444445416,1.7408297026122455e-13,l,No,0.00-23.50
54,20241208103404,1.7408297026122455e-13,2.9583333333335076,l,No,22.65-0.80
54,20250217144837,2.9583333333335076,7.40055555555573,l,No,23.00-3.00
54,20250224100033,8.000555555555728,11.671111111111284,l,Yes,5.50-8.50
54,20241209110223,11.671111111111284,19.454722222222394,l,Yes,11.18-12.50
54,20241208103404,22.65472222222244,2.0961010704922955e-13,l,No,22.65-0.80
55,20241206084123,2.0961010704922955e-13,2.4150000000002096,l,No,22.83-1.75
55,20241208151801,2.4150000000002096,7.409166666666876,l,No,23.25-2.75
55,20241128155504,8.009166666666875,11.686388888889098,l,Yes,5.68-8.67
55,20241203211816,11.686388888889098,15.48000000000021,l,No,11.25-12.25
55,20250110193901,15.48000000000021,19.101111111111322,l,Yes,14.67-23.33
55,20241120193350,22.801111111111375,2.5934809855243657e-13,l,No,22.73-23.65
56,20241120193350,2.5934809855243657e-13,5.24027777777804,l,No,0.00-23.65
56,20241120193350,5.24027777777804,10.48055555555582,l,No,0.00-23.65
56,20250217154805,10.48055555555582,14.722500000000265,l,No,8.50-11.25
56,20250202235647,14.722500000000265,17.681111111111377,l,Yes,12.42-15.00
56,20241120193350,17.681111111111377,22.921388888889158,l,No,0.00-23.65
56,20241120193350,22.921388888889158,2.6290081223123707e-13,l,No,0.00-23.65
57,20241208222218,2.6290081223123707e-13,2.6058333333335963,l,No,22.83-0.50
57,20241202191652,2.6058333333335963,7.606111111111375,l,No,23.25-2.75
57,20250202231440,8.006111111111373,11.499166666666929,l,Yes,5.75-9.00
57,20250206204340,11.499166666666929,14.546111111111372,l,No,9.00-11.50
57,20241216115201,14.546111111111372,20.93888888888915,l,No,12.50-15.00
57,20241208222218,22.838888888889176,2.8066438062523957e-13,l,No,22.83-0.50
58,20250124133154,2.8066438062523957e-13,2.5936111111113918,l,No,22.97-0.25
58,20241224030834,2.5936111111113918,7.597500000000281,l,No,23.25-2.75
58,20241128161045,8.097500000000279,11.781944444444724,l,Yes,6.13-8.67
58,20241202145328,11.781944444444724,18.229722222222502,l,No,11.50-13.00
58,20250124133154,23.02972222222257,3.446132268436486e-13,l,No,22.97-0.25
59,20241205131814,3.446132268436486e-13,2.415833333333678,l,No,23.00-1.75
59,20241208151554,2.415833333333678,7.419444444444789,l,No,23.25-2.75
59,20241126131527,8.019444444444787,15.29916666666701,u,Yes,6.67-9.17
59,20241210172636,15.29916666666701,16.831666666667008,s,No,14.83-15.67
59,20241205131814,23.031666666667096,4.298783551348606e-13,l,No,23.00-1.75
60,20241226065256,4.298783551348606e-13,2.6152777777782075,u,No,23.00-0.58
60,20241208151655,2.6152777777782075,7.609444444444874,l,No,23.25-2.75
60,20240710081521,8.009444444444872,14.318333333333761,l,Yes,6.80-8.75
60,20241220155904,14.318333333333761,17.610555555555983,u,No,12.50-15.83
60,20241226065256,23.01055555555606,5.080380560684716e-13,u,No,23.00-0.58
61,20241226122821,5.080380560684716e-13,2.6238888888893968,u,No,23.00-1.17
61,20250224092032,8.023888888889385,11.71444444444494,l,Yes,7.00-8.92
61,20241120202351,11.71444444444494,18.14333333333383,l,No,11.60-12.50
61,20241226122821,23.043333333333898,4.938272013532696e-13,u,No,23.00-1.17
62,20241226134723,4.938272013532696e-13,2.649722222222716,u,No,23.00-1.17
62,20241208025456,8.049722222222703,14.15138888888937,l,Yes,7.00-8.50
62,20241210163009,14.851388888889367,16.38083333333381,s,No,14.83-15.67
62,20241226134723,23.080833333333906,5.080380560684716e-13,u,No,23.00-1.17
63,20241226150035,5.080380560684716e-13,2.6105555555560636,u,No,23.00-0.58
63,20241208025350,8.010555555556051,14.114722222222717,l,Yes,7.00-8.50
63,20241210170955,14.914722222222714,16.444722222222715,s,No,14.83-15.67
63,20241226150035,23.04472222222281,5.222489107836736e-13,u,No,23.00-0.58
64,20241208222339,5.222489107836736e-13,3.9311111111116332,u,No,23.00-0.50
64,20241208025129,8.031111111111619,14.135277777778285,l,Yes,7.00-8.50
64,20241210171905,14.835277777778282,16.364722222222728,s,No,14.83-15.67
64,20241208223529,23.064722222222823,5.577760475716786e-13,l,No,23.00-0.00
65,20241208223529,5.577760475716786e-13,1.6577777777783789,l,No,0.00-0.00
65,20241208223529,1.6577777777783789,3.3155555555562,l,No,0.00-0.00
65,20241208223529,3.3155555555562,4.973333333334021,l,No,0.00-0.00
65,20241208223529,4.973333333334021,6.631111111111842,l,No,0.00-0.00
65,20241208223529,6.631111111111842,8.288888888889662,l,No,0.00-0.00
65,20241208024330,8.288888888889662,14.399722222222994,l,Yes,7.00-8.50
65,20241208223529,14.399722222222994,16.057500000000815,l,No,0.00-0.00
65,20241208223529,16.057500000000815,17.715277777778635,l,No,0.00-0.00
65,20241208223529,17.715277777778635,19.373055555556455,l,No,0.00-0.00
65,20241208223529,19.373055555556455,21.030833333334275,l,No,0.00-0.00
65,20241208223529,21.030833333334275,22.688611111112095,l,No,0.00-0.00
65,20241208223529,22.688611111112095,5.577760475716786e-13,l,No,0.00-0.00
66,20250217150208,5.577760475716786e-13,4.485000000000558,l,No,23.00-0.50
66,20241207210517,8.085000000000546,14.185000000000546,l,Yes,7.00-8.50
66,20241210174404,14.885000000000543,16.383333333333876,s,No,14.83-15.67
66,20250217150208,23.08333333333397,6.039613253960852e-13,l,No,23.00-0.50
67,20241203205350,6.039613253960852e-13,7.538611111111715,l,No,23.08-1.75
67,20241208025025,8.038611111111713,14.14916666666727,l,Yes,7.00-8.50
67,20241210174457,14.849166666667267,16.380833333333936,s,No,14.83-15.67
67,20241203205350,23.180833333334032,7.105427357601002e-13,l,No,23.08-1.75
68,20241208221050,7.105427357601002e-13,2.639166666667377,l,No,23.47-2.00
68,20241127152017,8.039166666667365,13.446666666667365,u,Yes,8.00-9.00
68,20250305103213,13.446666666667365,19.753055555556255,s,Yes,11.75-13.50
68,20241208221050,23.55305555555631,6.750155989720952e-13,l,No,23.47-2.00
69,20250115161331,6.750155989720952e-13,3.918888888889564,l,No,23.50-1.00
69,20250113171301,8.01888888888955,15.84527777777844,l,Yes,8.00-9.00
69,20241124172151,23.545277777778548,7.247535904753022e-13,l,No,23.50-2.00
70,20241124200225,8.000000000000714,15.305277777778493,l,No,8.00-9.17
70,20241210174617,15.305277777778493,16.83666666666738,s,No,14.83-15.67
70,20250121141511,23.736666666667478,7.105427357601002e-13,s,No,23.67-1.67
71,20241124194341,8.0000000000007,15.356666666667365,l,No,8.00-9.00
71,20241210174808,15.356666666667365,16.855277777778475,s,No,14.83-15.67
72,20241124195321,8.255277777778566,15.563888888889679,l,No,8.17-9.08
72,20241210174905,15.563888888889679,17.06250000000079,s,No,14.83-15.67
73,20241208153533,8.262500000000877,13.304444444445322,l,No,8.25-9.67
73,20241121033022,13.304444444445322,21.13333333333421,l,No,11.67-13.42
74,20241208153131,8.33333333333424,13.381111111112018,l,No,8.25-9.67
74,20250305102207,13.381111111112018,18.53861111111202,u,Yes,11.75-13.50
75,20241202190446,8.338611111112085,13.384722222223196,l,No,8.25-9.67
75,20250217161855,13.384722222223196,18.046111111112086,l,No,12.00-13.50
76,20241208153306,8.34611111111216,13.389444444445493,l,No,8.25-9.67
76,20250217153229,13.389444444445493,18.033333333334383,l,No,12.00-13.50
77,20250115113658,8.533333333334456,12.5227777777789,l,Yes,8.50-9.50
77,20241208222531,12.5227777777789,16.48388888889001,u,No,11.67-12.67
78,20250131070953,8.583888888890106,13.34111111111233,l,Yes,8.50-9.00
78,20250217160711,13.34111111111233,17.980555555556773,l,No,12.00-13.50
79,20250113171444,9.080555555556845,13.077777777779067,l,Yes,9.00-10.00
79,20241121033047,13.077777777779067,20.90722222222351,u,No,11.67-13.17
80,20250108121132,9.00722222222354,10.818611111112428,u,No,9.00-10.50
80,20241215134449,10.818611111112428,16.375555555556872,l,No,9.00-11.00
81,20241202072701,9.075555555556967,13.833055555556967,l,Yes,9.00-9.75
81,20241208165301,13.833055555556967,16.44777777777919,l,No,12.75-14.00
82,20241215132435,9.347777777779283,14.665833333334838,l,No,9.25-10.50
82,20241210175010,14.865833333334837,16.364444444445947,s,No,14.83-15.67
83,20241210082308,9.56444444444604,15.863611111112707,l,Yes,9.50-10.17
84,20241124214839,9.563611111112804,17.02805555555725,l,No,9.50-12.00
85,20241202072704,9.82805555555733,14.585277777779552,l,Yes,9.75-10.75
85,20241210172144,14.885277777779551,16.41694444444622,s,No,14.83-15.67
86,20241129194830,9.91694444444631,15.807222222224087,l,No,9.92-10.58
87,20241129190611,10.007222222224183,15.894722222224182,l,No,9.92-10.67
88,20241129194819,9.994722222224278,15.884722222224276,l,No,9.92-10.58
89,20241129200037,9.984722222224372,15.873055555557706,l,No,9.92-10.75
90,20250108111702,10.0730555555578,11.901388888891134,l,No,10.00-11.00
90,20240701211503,12.001388888891134,16.84166666666891,l,Yes,12.00-14.00
