Day,Observation_ID,Start_LST,End_LST,Band,Night_only,Visibility_window
6,20250203212700,18.29861111111112,19.349722222222233,s,No,12.00-19.00
6,20250130234709,19.349722222222233,20.3838888888889,s,No,12.50-22.00
6,20250130234709,20.3838888888889,21.41805555555557,s,No,12.50-22.00
6,20250130234709,21.41805555555557,22.452222222222236,s,No,12.50-22.00
6,20250217144205,22.452222222222236,1.4210854715202004e-14,l,No,16.75-23.00
7,20250217144205,1.4210854715202004e-14,3.1486111111111263,l,No,0.00-23.00
7,20250208190117,3.1486111111111263,7.941111111111127,s,No,1.50-6.25
7,20241204042031,7.941111111111127,8.915000000000015,l,No,2.25-11.42
7,20241204042031,8.915000000000015,9.888888888888903,l,No,2.25-11.42
7,20241204042031,9.888888888888903,10.862777777777792,l,No,2.25-11.42
7,20241204042031,10.862777777777792,11.83666666666668,l,No,2.25-11.42
7,20241204050853,11.83666666666668,12.820833333333347,l,No,5.17-12.00
7,20250206210713,12.820833333333347,16.338333333333345,l,No,10.50-13.50
7,20250309191017,16.338333333333345,17.625833333333347,u,No,12.00-17.50
7,20250307152024,17.625833333333347,18.663888888888902,l,No,12.00-19.00
7,20250307152024,18.663888888888902,19.701944444444457,l,No,12.00-19.00
7,20241129173227,19.701944444444457,20.76666666666668,l,No,15.38-21.98
7,20241129173227,20.76666666666668,21.831388888888902,l,No,15.38-21.98
